1.44000E-3	961.771E-12	1.60662E+0	11.6298E-3	960.235E-12	1.62179E+0	73.2842E-3	959.106E-12	1.59127E+0	-14.5415E-3	965.971E-12	1.60681E+0	-23.8533E-3	969.813E-12	1.62023E+0	4.99494E-3	965.784E-12	1.62239E+0	-19.0462E-3	972.983E-12	1.61025E+0	14.4973E-3	970.672E-12	1.62804E+0	19.5337E-3
1.43700E-3	960.029E-12	1.59658E+0	24.2776E-3	957.208E-12	1.64010E+0	69.4315E-3	957.722E-12	1.56709E+0	12.0209E-3	965.157E-12	1.58255E+0	-8.61979E-3	966.352E-12	1.62183E+0	19.9166E-3	960.809E-12	1.61711E+0	-2.15591E-3	969.067E-12	1.62404E+0	23.1472E-3	969.180E-12	1.62433E+0	38.7585E-3
1.43400E-3	955.726E-12	1.62469E+0	22.4273E-3	950.847E-12	1.66686E+0	37.4697E-3	951.816E-12	1.56654E+0	32.0474E-3	964.517E-12	1.64067E+0	-2.23526E-3	965.138E-12	1.63942E+0	27.8402E-3	962.117E-12	1.62176E+0	11.9339E-3	966.917E-12	1.61980E+0	19.3780E-3	966.380E-12	1.67671E+0	52.2087E-3
1.43100E-3	953.316E-12	1.62535E+0	22.3615E-3	950.466E-12	1.64900E+0	39.1672E-3	947.454E-12	1.58391E+0	22.1867E-3	962.027E-12	1.64314E+0	5.73065E-3	964.291E-12	1.64035E+0	11.5174E-3	960.880E-12	1.62081E+0	16.9350E-3	965.567E-12	1.60012E+0	-10.1852E-3	966.426E-12	1.70013E+0	27.8026E-3
1.42800E-3	952.005E-12	1.62059E+0	28.0908E-3	946.103E-12	1.65616E+0	49.2344E-3	950.439E-12	1.58385E+0	31.9838E-3	959.473E-12	1.62175E+0	3.05422E-3	961.531E-12	1.63811E+0	5.63413E-3	957.154E-12	1.62172E+0	25.7263E-3	964.059E-12	1.61432E+0	-23.0930E-3	963.379E-12	1.67828E+0	14.2691E-3
1.42500E-3	951.042E-12	1.62916E+0	18.5904E-3	944.725E-12	1.63729E+0	53.3010E-3	951.209E-12	1.63165E+0	14.9883E-3	957.194E-12	1.61854E+0	-12.5181E-3	958.906E-12	1.63102E+0	-2.53793E-3	952.550E-12	1.62208E+0	17.5775E-3	962.551E-12	1.62759E+0	-8.77111E-3	961.617E-12	1.64340E+0	-16.4202E-3
1.42200E-3	948.331E-12	1.61767E+0	-266.539E-6	942.520E-12	1.61546E+0	22.9989E-3	949.678E-12	1.61096E+0	-15.1232E-3	952.794E-12	1.62659E+0	-8.67529E-3	956.469E-12	1.64566E+0	-3.23192E-3	948.367E-12	1.63613E+0	2.60832E-3	960.456E-12	1.64064E+0	13.0001E-3	960.585E-12	1.66022E+0	-25.3042E-3
1.41900E-3	945.427E-12	1.62563E+0	6.08534E-3	939.050E-12	1.62922E+0	5.77764E-3	946.280E-12	1.60674E+0	-13.3140E-3	950.949E-12	1.64092E+0	25.7924E-3	954.604E-12	1.65746E+0	12.6866E-3	949.317E-12	1.63039E+0	10.6099E-3	958.399E-12	1.65522E+0	23.3057E-3	956.095E-12	1.68676E+0	4.14429E-3
1.41600E-3	941.990E-12	1.62022E+0	10.1314E-3	935.636E-12	1.61332E+0	-749.647E-6	942.277E-12	1.61184E+0	745.684E-6	948.058E-12	1.63551E+0	30.3982E-3	952.157E-12	1.65155E+0	8.96998E-3	948.904E-12	1.63736E+0	4.38685E-3	954.533E-12	1.64007E+0	-2.46066E-3	953.034E-12	1.67723E+0	24.9838E-3
1.41300E-3	941.017E-12	1.61505E+0	20.8780E-3	932.768E-12	1.58373E+0	-6.14743E-3	942.381E-12	1.62977E+0	28.9102E-3	947.904E-12	1.63166E+0	39.8714E-3	949.611E-12	1.63891E+0	19.9839E-3	946.522E-12	1.63649E+0	20.5047E-3	951.443E-12	1.62360E+0	12.1758E-3	950.869E-12	1.65664E+0	27.2711E-3
1.41000E-3	938.533E-12	1.59386E+0	18.1652E-3	930.950E-12	1.57952E+0	-6.71843E-3	940.705E-12	1.60462E+0	19.4997E-3	943.945E-12	1.59742E+0	41.7142E-3	947.765E-12	1.63309E+0	21.0360E-3	946.040E-12	1.63407E+0	22.9655E-3	948.680E-12	1.62920E+0	-4.30850E-3	948.576E-12	1.63600E+0	44.4510E-3
1.40700E-3	937.448E-12	1.58978E+0	17.0082E-3	929.735E-12	1.57937E+0	-6.34635E-3	941.376E-12	1.58489E+0	29.4857E-3	941.233E-12	1.60507E+0	27.8854E-3	945.458E-12	1.64761E+0	13.6154E-3	944.139E-12	1.65497E+0	11.7958E-3	948.478E-12	1.65016E+0	-18.6730E-3	943.757E-12	1.63769E+0	47.7235E-3
1.40400E-3	936.856E-12	1.58242E+0	10.1884E-3	930.622E-12	1.58489E+0	10.8874E-3	940.259E-12	1.57125E+0	-930.465E-6	939.686E-12	1.59112E+0	20.6083E-3	942.792E-12	1.63421E+0	5.09122E-3	943.861E-12	1.64382E+0	3.71448E-3	945.941E-12	1.65017E+0	4.87045E-3	938.575E-12	1.60865E+0	6.68872E-3
1.40100E-3	935.261E-12	1.59558E+0	14.2503E-3	930.289E-12	1.59391E+0	32.0866E-3	936.887E-12	1.59926E+0	17.1115E-3	938.608E-12	1.59358E+0	-6.44707E-3	939.728E-12	1.63364E+0	-16.8702E-3	937.446E-12	1.61260E+0	10.6230E-3	944.031E-12	1.65337E+0	-1.53478E-3	937.708E-12	1.63495E+0	-59.6989E-3
1.39800E-3	932.864E-12	1.62725E+0	24.8777E-3	928.002E-12	1.63071E+0	32.2046E-3	933.763E-12	1.60462E+0	34.4297E-3	936.828E-12	1.64642E+0	7.99886E-3	936.905E-12	1.63299E+0	-10.7004E-3	936.077E-12	1.59645E+0	4.80966E-3	941.979E-12	1.67057E+0	-11.9186E-3	932.660E-12	1.63195E+0	-24.9921E-3
1.39500E-3	930.608E-12	1.62763E+0	7.50839E-3	929.320E-12	1.63337E+0	2.53001E-3	928.925E-12	1.59657E+0	19.2531E-3	933.578E-12	1.65293E+0	742.086E-6	935.949E-12	1.64057E+0	-18.9122E-3	934.301E-12	1.62150E+0	-7.67252E-3	941.468E-12	1.66491E+0	-35.0959E-3	932.080E-12	1.63530E+0	-13.9680E-3
1.39200E-3	928.710E-12	1.62437E+0	2.88048E-3	928.569E-12	1.63176E+0	-4.67363E-3	926.418E-12	1.60418E+0	24.6823E-3	931.143E-12	1.63716E+0	-11.3672E-3	935.255E-12	1.63249E+0	-4.06891E-3	930.828E-12	1.63431E+0	-2.74320E-3	943.147E-12	1.64454E+0	-5.92902E-3	931.790E-12	1.61863E+0	-3.53450E-3
1.38900E-3	925.727E-12	1.60660E+0	-4.38505E-3	923.349E-12	1.59878E+0	-12.7152E-3	924.540E-12	1.59548E+0	14.4110E-3	929.291E-12	1.62556E+0	-14.8509E-3	931.997E-12	1.64494E+0	-669.884E-6	928.734E-12	1.64232E+0	-18.2494E-3	938.749E-12	1.64811E+0	2.38424E-3	928.508E-12	1.64439E+0	13.8555E-3
1.38600E-3	923.298E-12	1.63251E+0	14.3572E-3	922.195E-12	1.64406E+0	16.4866E-3	921.954E-12	1.61701E+0	24.6770E-3	925.745E-12	1.63644E+0	1.90809E-3	928.458E-12	1.65803E+0	-18.6361E-3	926.947E-12	1.64162E+0	-12.0409E-3	936.597E-12	1.68431E+0	-10.2330E-3	921.832E-12	1.64817E+0	-33.6344E-3
1.38300E-3	920.319E-12	1.62211E+0	23.3396E-3	917.629E-12	1.61727E+0	36.9253E-3	921.142E-12	1.61611E+0	29.2183E-3	922.185E-12	1.63294E+0	3.87523E-3	926.775E-12	1.66007E+0	-8.28514E-3	926.984E-12	1.63517E+0	-3.64532E-3	936.590E-12	1.70487E+0	5.20013E-3	916.750E-12	1.64018E+0	-26.4102E-3
1.38000E-3	916.391E-12	1.63158E+0	6.17710E-3	911.756E-12	1.60569E+0	111.172E-6	917.777E-12	1.63694E+0	28.9587E-3	919.640E-12	1.65210E+0	-10.5385E-3	923.900E-12	1.65121E+0	-6.84652E-3	927.852E-12	1.64900E+0	-26.7965E-3	929.226E-12	1.67646E+0	10.8358E-3	914.624E-12	1.62815E+0	-4.57892E-3
1.37700E-3	915.586E-12	1.64356E+0	-8.18780E-3	912.669E-12	1.63293E+0	-29.3433E-3	916.328E-12	1.63786E+0	18.8405E-3	917.760E-12	1.65991E+0	-14.0606E-3	923.584E-12	1.63980E+0	-2.40266E-3	923.683E-12	1.66599E+0	-39.3500E-3	928.032E-12	1.67931E+0	30.8530E-3	919.037E-12	1.57409E+0	1.28905E-3
1.37400E-3	912.921E-12	1.63573E+0	-14.6473E-3	911.380E-12	1.63539E+0	-39.6692E-3	911.840E-12	1.62831E+0	20.4005E-3	915.544E-12	1.64349E+0	-24.6733E-3	920.555E-12	1.64790E+0	14.6895E-3	921.040E-12	1.66654E+0	-11.4312E-3	924.486E-12	1.66764E+0	62.5864E-3	916.138E-12	1.60951E+0	-7.08667E-3
1.37100E-3	910.179E-12	1.63808E+0	-10.5647E-3	908.207E-12	1.61209E+0	-55.7776E-3	910.555E-12	1.63937E+0	33.2675E-3	911.776E-12	1.66279E+0	-9.18402E-3	916.882E-12	1.66000E+0	21.1822E-3	916.997E-12	1.65372E+0	7.30410E-3	920.369E-12	1.67275E+0	65.8499E-3	913.278E-12	1.65352E+0	-9.60744E-3
1.36800E-3	908.263E-12	1.63161E+0	-896.399E-6	905.645E-12	1.60349E+0	-31.5364E-3	908.980E-12	1.65195E+0	13.4358E-3	910.164E-12	1.63939E+0	15.4113E-3	915.069E-12	1.67301E+0	20.4224E-3	914.818E-12	1.66545E+0	1.64076E-3	919.639E-12	1.68812E+0	61.1259E-3	910.748E-12	1.66545E+0	-1.49937E-3
1.36500E-3	904.453E-12	1.60892E+0	3.23448E-3	900.994E-12	1.56607E+0	-17.3903E-3	905.784E-12	1.62721E+0	4.57504E-3	906.582E-12	1.63347E+0	22.5187E-3	911.992E-12	1.67471E+0	7.00460E-3	911.194E-12	1.68096E+0	-1.28828E-3	916.016E-12	1.68590E+0	62.7590E-3	908.766E-12	1.65727E+0	-40.4570E-3
1.36200E-3	902.662E-12	1.60496E+0	1.45793E-3	899.371E-12	1.56847E+0	-25.4419E-3	904.068E-12	1.61840E+0	17.0969E-3	904.546E-12	1.62803E+0	12.7188E-3	910.402E-12	1.67257E+0	-9.55587E-3	909.023E-12	1.68559E+0	-20.5170E-3	914.820E-12	1.67745E+0	45.4694E-3	907.361E-12	1.65468E+0	-53.6200E-3
1.35900E-3	900.640E-12	1.63114E+0	-4.12740E-3	896.919E-12	1.63894E+0	-25.2837E-3	901.477E-12	1.64030E+0	4.06217E-3	903.525E-12	1.61417E+0	8.83931E-3	908.602E-12	1.66877E+0	-7.20669E-3	910.382E-12	1.67747E+0	-16.8722E-3	912.687E-12	1.68179E+0	36.6133E-3	902.735E-12	1.64706E+0	-41.3612E-3
1.35600E-3	897.379E-12	1.65127E+0	-16.1703E-3	892.395E-12	1.63719E+0	-34.1908E-3	899.421E-12	1.65669E+0	-27.9714E-3	900.321E-12	1.65995E+0	13.6514E-3	907.036E-12	1.65935E+0	7.95645E-3	905.566E-12	1.65447E+0	-6.21431E-3	912.069E-12	1.67405E+0	21.8265E-3	903.473E-12	1.64951E+0	8.25719E-3
1.35300E-3	895.536E-12	1.64938E+0	-6.57146E-3	890.885E-12	1.64427E+0	-16.0194E-3	898.210E-12	1.64638E+0	-15.3336E-3	897.513E-12	1.65750E+0	11.6386E-3	905.041E-12	1.65675E+0	23.1984E-3	903.246E-12	1.63396E+0	-12.2116E-3	909.999E-12	1.67312E+0	31.2786E-3	901.878E-12	1.66318E+0	50.5282E-3
1.35000E-3	893.020E-12	1.63370E+0	15.1180E-3	888.634E-12	1.62253E+0	21.8714E-3	894.636E-12	1.64365E+0	924.286E-6	895.789E-12	1.63492E+0	22.5582E-3	902.244E-12	1.64973E+0	16.3611E-3	900.100E-12	1.62377E+0	-18.1944E-3	905.003E-12	1.68090E+0	22.0036E-3	901.630E-12	1.64452E+0	45.2741E-3
1.34700E-3	891.422E-12	1.61477E+0	10.6007E-3	886.103E-12	1.60241E+0	6.78023E-3	894.344E-12	1.63887E+0	14.1842E-3	893.819E-12	1.60304E+0	10.8377E-3	900.002E-12	1.62982E+0	18.9814E-3	896.928E-12	1.60626E+0	13.7638E-3	903.306E-12	1.64736E+0	11.2764E-3	899.773E-12	1.63584E+0	31.9041E-3
1.34400E-3	888.826E-12	1.60923E+0	6.72534E-3	884.023E-12	1.59112E+0	5.37574E-3	889.513E-12	1.63610E+0	23.8786E-3	892.943E-12	1.60046E+0	-9.07836E-3	897.590E-12	1.62806E+0	6.29798E-3	895.709E-12	1.61266E+0	9.30898E-3	900.515E-12	1.62293E+0	-14.8878E-3	896.546E-12	1.64860E+0	24.4727E-3
1.34100E-3	888.115E-12	1.62898E+0	11.9183E-3	884.120E-12	1.59942E+0	16.4764E-3	889.066E-12	1.65410E+0	-132.945E-6	891.159E-12	1.63343E+0	19.4114E-3	896.392E-12	1.64208E+0	-9.16214E-3	895.358E-12	1.64499E+0	-7.21482E-3	898.638E-12	1.64595E+0	-19.5463E-3	895.181E-12	1.63530E+0	-725.323E-6
1.33800E-3	887.500E-12	1.62437E+0	8.41655E-3	884.836E-12	1.58761E+0	25.1309E-3	887.261E-12	1.66200E+0	-6.44568E-3	890.401E-12	1.62350E+0	6.56446E-3	894.313E-12	1.63414E+0	-5.19808E-3	893.626E-12	1.65027E+0	1.30370E-3	897.172E-12	1.62767E+0	-21.1648E-3	892.141E-12	1.62447E+0	4.26682E-3
1.33500E-3	883.876E-12	1.63399E+0	12.9541E-3	881.290E-12	1.60076E+0	47.2492E-3	884.235E-12	1.66785E+0	-4.69492E-3	886.102E-12	1.63335E+0	-3.69204E-3	891.943E-12	1.61982E+0	-14.6537E-3	889.743E-12	1.64049E+0	-4.39140E-3	895.508E-12	1.60448E+0	-32.7592E-3	890.579E-12	1.61448E+0	-6.81047E-3
1.33200E-3	881.454E-12	1.64229E+0	4.16845E-3	876.330E-12	1.61996E+0	31.1265E-3	882.125E-12	1.66378E+0	3.39575E-3	885.907E-12	1.64313E+0	-22.0169E-3	890.888E-12	1.62662E+0	-7.47548E-3	887.657E-12	1.62334E+0	14.0551E-3	894.758E-12	1.61051E+0	-34.0875E-3	890.248E-12	1.64601E+0	-2.39400E-3
1.32900E-3	877.867E-12	1.63705E+0	-5.14213E-3	872.467E-12	1.62449E+0	15.5626E-3	878.124E-12	1.64999E+0	-3.22119E-3	883.011E-12	1.63665E+0	-27.7678E-3	888.494E-12	1.63536E+0	-6.70747E-3	883.948E-12	1.61641E+0	9.41977E-3	892.774E-12	1.63525E+0	-31.8126E-3	888.760E-12	1.65443E+0	2.27036E-3
1.32600E-3	876.027E-12	1.62795E+0	-11.8739E-3	870.210E-12	1.61758E+0	-405.760E-6	877.127E-12	1.63483E+0	2.79463E-3	880.744E-12	1.63145E+0	-38.0104E-3	884.802E-12	1.63080E+0	1.91676E-3	878.387E-12	1.60882E+0	11.4707E-3	889.570E-12	1.63393E+0	-11.2854E-3	886.451E-12	1.64966E+0	5.56494E-3
1.32300E-3	873.504E-12	1.63386E+0	-6.62977E-3	866.540E-12	1.63861E+0	-9.95125E-3	876.352E-12	1.62710E+0	24.2423E-3	877.619E-12	1.63586E+0	-34.1804E-3	881.934E-12	1.63693E+0	5.09407E-3	878.157E-12	1.63159E+0	13.8382E-3	885.336E-12	1.61584E+0	14.5007E-3	882.309E-12	1.66337E+0	-13.0567E-3
