693.000E-6	384.578E-12	1.85862E+0	24.6882E-3	382.761E-12	1.86546E+0	41.9674E-3	384.194E-12	1.81852E+0	20.7354E-3	386.778E-12	1.89188E+0	11.3617E-3	385.692E-12	1.89642E+0	-7.42534E-3	383.807E-12	1.88610E+0	-14.8339E-3	387.500E-12	1.89926E+0	-9.24205E-3	385.769E-12	1.90389E+0	1.79989E-3
690.000E-6	381.389E-12	1.85293E+0	24.6619E-3	380.066E-12	1.85197E+0	7.86773E-3	378.979E-12	1.83743E+0	37.2702E-3	385.121E-12	1.86940E+0	28.8479E-3	383.755E-12	1.89154E+0	15.5190E-3	382.545E-12	1.86672E+0	14.0273E-3	384.827E-12	1.89435E+0	6.86477E-3	383.893E-12	1.91356E+0	25.6650E-3
687.000E-6	378.549E-12	1.85627E+0	31.2399E-3	378.419E-12	1.84843E+0	14.8460E-3	376.510E-12	1.85791E+0	33.5251E-3	380.718E-12	1.86247E+0	45.3486E-3	380.972E-12	1.90237E+0	10.2955E-3	378.719E-12	1.88553E+0	-7.74329E-3	379.819E-12	1.90934E+0	20.0644E-3	384.378E-12	1.91222E+0	18.5653E-3
684.000E-6	376.199E-12	1.86740E+0	28.9154E-3	373.400E-12	1.86010E+0	27.7856E-3	375.843E-12	1.86836E+0	36.8377E-3	379.352E-12	1.87375E+0	22.1230E-3	378.860E-12	1.91244E+0	16.8277E-3	375.249E-12	1.90799E+0	6.04983E-3	379.447E-12	1.91498E+0	26.3739E-3	381.883E-12	1.91434E+0	18.0593E-3
681.000E-6	374.238E-12	1.87783E+0	10.4722E-3	373.061E-12	1.88157E+0	7.32223E-3	373.046E-12	1.86744E+0	24.5774E-3	376.606E-12	1.88448E+0	-482.982E-6	376.413E-12	1.91509E+0	18.4684E-3	373.187E-12	1.91012E+0	25.5844E-3	376.870E-12	1.90194E+0	3.20083E-3	379.182E-12	1.93321E+0	26.6201E-3
678.000E-6	372.558E-12	1.89091E+0	-3.69554E-3	370.714E-12	1.91709E+0	-21.6889E-3	373.565E-12	1.87407E+0	8.14446E-3	373.396E-12	1.88158E+0	2.45776E-3	373.408E-12	1.91377E+0	17.6858E-3	371.599E-12	1.92176E+0	6.93912E-3	373.583E-12	1.91476E+0	6.89053E-3	375.041E-12	1.90479E+0	39.2278E-3
675.000E-6	369.618E-12	1.89724E+0	-18.9227E-3	366.381E-12	1.91282E+0	-36.3765E-3	370.502E-12	1.87964E+0	-7.47673E-3	371.971E-12	1.89925E+0	-12.9149E-3	371.735E-12	1.91427E+0	11.9863E-3	370.597E-12	1.90001E+0	-9.13358E-3	372.734E-12	1.92521E+0	28.8299E-3	371.874E-12	1.91759E+0	16.2627E-3
672.000E-6	366.381E-12	1.90192E+0	-11.6968E-3	365.497E-12	1.90445E+0	-27.2890E-3	367.501E-12	1.88559E+0	-9.67083E-3	366.145E-12	1.91571E+0	1.86934E-3	368.932E-12	1.91783E+0	-280.295E-6	368.508E-12	1.91552E+0	-12.3278E-3	368.402E-12	1.91252E+0	7.84465E-3	369.886E-12	1.92546E+0	3.64227E-3
669.000E-6	363.859E-12	1.89792E+0	3.12848E-3	361.501E-12	1.90601E+0	12.7104E-3	365.221E-12	1.87757E+0	-12.7282E-3	364.854E-12	1.91019E+0	9.40321E-3	366.575E-12	1.92593E+0	-8.37027E-3	366.826E-12	1.93003E+0	-25.8664E-3	366.200E-12	1.93766E+0	6.84758E-3	366.698E-12	1.91010E+0	-6.09201E-3
666.000E-6	361.286E-12	1.90927E+0	14.6789E-3	359.290E-12	1.91687E+0	14.2917E-3	361.186E-12	1.90493E+0	382.544E-6	363.381E-12	1.90600E+0	29.3624E-3	363.849E-12	1.92562E+0	3.95032E-3	363.022E-12	1.92431E+0	-5.84080E-3	364.276E-12	1.92675E+0	21.2657E-3	364.248E-12	1.92579E+0	-3.57391E-3
663.000E-6	359.162E-12	1.89922E+0	17.9633E-3	356.567E-12	1.90064E+0	-2.25535E-3	359.788E-12	1.90350E+0	21.5620E-3	361.129E-12	1.89352E+0	34.5833E-3	361.584E-12	1.93430E+0	7.14460E-3	358.599E-12	1.94480E+0	2.49696E-3	362.611E-12	1.91013E+0	13.0812E-3	363.541E-12	1.94798E+0	5.85565E-3
660.000E-6	356.359E-12	1.90980E+0	18.7049E-3	352.239E-12	1.90622E+0	-624.369E-6	356.589E-12	1.91410E+0	47.3343E-3	360.249E-12	1.90908E+0	9.40489E-3	359.195E-12	1.93754E+0	9.75565E-3	358.496E-12	1.93661E+0	25.0759E-3	358.839E-12	1.92268E+0	-10.5549E-3	360.249E-12	1.95334E+0	14.7460E-3
657.000E-6	352.897E-12	1.93455E+0	8.71529E-3	349.607E-12	1.91794E+0	-9.13556E-3	352.641E-12	1.93986E+0	44.7323E-3	356.443E-12	1.94585E+0	-9.45091E-3	355.474E-12	1.94177E+0	19.2878E-3	352.954E-12	1.91364E+0	41.6970E-3	356.713E-12	1.95054E+0	-7.38364E-3	356.754E-12	1.96114E+0	23.5501E-3
654.000E-6	350.558E-12	1.94244E+0	5.82216E-3	347.449E-12	1.91317E+0	936.812E-6	350.170E-12	1.96084E+0	18.9168E-3	354.054E-12	1.95332E+0	-2.38712E-3	352.420E-12	1.96418E+0	22.9041E-3	350.252E-12	1.94928E+0	40.9675E-3	353.144E-12	1.97098E+0	19.2736E-3	353.864E-12	1.97229E+0	8.47132E-3
651.000E-6	347.675E-12	1.94277E+0	7.55835E-3	346.026E-12	1.91420E+0	8.48006E-3	347.667E-12	1.95819E+0	11.9333E-3	349.332E-12	1.95591E+0	2.26171E-3	350.599E-12	1.96171E+0	19.3373E-3	348.476E-12	1.95763E+0	21.6591E-3	351.863E-12	1.96458E+0	26.0126E-3	351.458E-12	1.96293E+0	10.3402E-3
648.000E-6	345.156E-12	1.93686E+0	10.0195E-3	344.731E-12	1.91320E+0	7.87394E-3	345.072E-12	1.93551E+0	8.36235E-3	345.665E-12	1.96188E+0	13.8222E-3	348.652E-12	1.95237E+0	4.83810E-3	346.088E-12	1.94653E+0	-3.00156E-3	349.672E-12	1.94852E+0	5.99189E-3	350.195E-12	1.96208E+0	11.5240E-3
645.000E-6	341.585E-12	1.94332E+0	16.0153E-3	340.389E-12	1.94236E+0	-5.68250E-3	341.688E-12	1.92549E+0	5.84020E-3	342.679E-12	1.96211E+0	47.8883E-3	345.571E-12	1.96093E+0	3.67992E-3	344.985E-12	1.93106E+0	77.4502E-6	346.144E-12	1.96606E+0	4.09586E-3	345.584E-12	1.98566E+0	6.86645E-3
642.000E-6	339.951E-12	1.96471E+0	14.7674E-3	338.252E-12	1.96447E+0	4.90442E-3	339.529E-12	1.94074E+0	-9.31433E-3	342.073E-12	1.98892E+0	48.7120E-3	342.113E-12	1.97799E+0	15.5932E-3	340.746E-12	1.94027E+0	18.0675E-3	342.293E-12	2.00182E+0	13.3561E-3	343.300E-12	1.99187E+0	15.3562E-3
639.000E-6	337.024E-12	1.95709E+0	2.89154E-3	336.345E-12	1.93918E+0	39.7585E-3	335.290E-12	1.93919E+0	-33.7312E-3	339.438E-12	1.99291E+0	2.64729E-3	338.949E-12	1.99157E+0	16.0893E-3	338.197E-12	1.97806E+0	26.2263E-3	339.668E-12	1.98846E+0	25.6084E-3	338.981E-12	2.00818E+0	-3.56664E-3
636.000E-6	333.573E-12	1.95546E+0	-1.53443E-3	334.296E-12	1.93890E+0	31.1057E-3	331.410E-12	1.95654E+0	-16.0528E-3	335.013E-12	1.97095E+0	-19.6562E-3	336.576E-12	1.99968E+0	10.3645E-3	335.127E-12	1.99209E+0	11.2852E-3	336.737E-12	1.99545E+0	5.39084E-3	337.864E-12	2.01151E+0	14.4176E-3
633.000E-6	332.270E-12	1.96659E+0	-12.9337E-3	332.664E-12	1.96511E+0	-7.52008E-3	331.182E-12	1.95989E+0	-18.7013E-3	332.964E-12	1.97476E+0	-12.5797E-3	334.279E-12	2.01294E+0	-3.94901E-3	332.413E-12	1.99933E+0	-16.8362E-3	336.095E-12	2.03906E+0	-7.28460E-3	334.330E-12	2.00044E+0	12.2738E-3
630.000E-6	329.576E-12	1.97722E+0	-13.5797E-3	330.312E-12	1.99931E+0	-11.0890E-3	328.604E-12	1.97084E+0	-35.6436E-3	329.814E-12	1.96151E+0	5.99353E-3	331.386E-12	2.01908E+0	-14.0088E-3	330.629E-12	2.02462E+0	-28.2979E-3	332.931E-12	2.03364E+0	-27.6724E-3	330.598E-12	1.99898E+0	13.9439E-3
627.000E-6	328.016E-12	1.98624E+0	-10.2913E-3	327.934E-12	2.00152E+0	-4.91479E-3	326.354E-12	1.98314E+0	-21.5100E-3	329.760E-12	1.97406E+0	-4.44899E-3	328.764E-12	2.01554E+0	2.62518E-3	326.976E-12	2.04783E+0	-14.0213E-3	330.056E-12	1.99123E+0	-10.0664E-3	329.258E-12	2.00754E+0	31.9633E-3
624.000E-6	324.458E-12	1.99380E+0	-16.6825E-3	322.446E-12	2.01774E+0	-15.5077E-3	323.397E-12	1.97221E+0	-24.3813E-3	327.531E-12	1.99145E+0	-10.1585E-3	325.086E-12	2.01833E+0	15.2320E-3	323.685E-12	2.03025E+0	13.6445E-3	326.443E-12	2.00579E+0	1.89043E-3	325.131E-12	2.01895E+0	30.1610E-3
621.000E-6	321.040E-12	1.98743E+0	-31.2898E-3	321.345E-12	1.99386E+0	-23.8153E-3	317.545E-12	1.97861E+0	-41.7405E-3	324.229E-12	1.98980E+0	-28.3136E-3	321.984E-12	2.00790E+0	-8.75267E-3	321.443E-12	2.00867E+0	6.74854E-3	324.135E-12	2.00658E+0	-35.2740E-3	320.374E-12	2.00846E+0	2.26743E-3
618.000E-6	319.136E-12	1.96187E+0	-14.6743E-3	318.512E-12	1.97304E+0	-1.63564E-3	317.200E-12	1.94181E+0	-17.4117E-3	321.696E-12	1.97074E+0	-24.9757E-3	320.828E-12	2.01045E+0	-8.34261E-3	319.083E-12	1.98534E+0	2.07429E-3	323.723E-12	2.02346E+0	-18.8517E-3	319.678E-12	2.02255E+0	-8.25043E-3
615.000E-6	316.522E-12	1.96051E+0	-3.17985E-3	315.820E-12	1.98277E+0	8.76170E-3	315.603E-12	1.92999E+0	11.6951E-3	318.143E-12	1.96876E+0	-29.9964E-3	318.873E-12	2.03229E+0	16.3191E-3	318.122E-12	2.00396E+0	30.8113E-3	320.372E-12	2.03398E+0	11.2954E-3	318.126E-12	2.05892E+0	6.85054E-3
612.000E-6	313.475E-12	1.99867E+0	-9.12443E-3	312.703E-12	2.02727E+0	-20.5279E-3	314.227E-12	1.98201E+0	22.2506E-3	313.496E-12	1.98672E+0	-29.0960E-3	316.612E-12	2.03371E+0	26.2708E-3	314.478E-12	2.03556E+0	36.0733E-3	318.903E-12	2.01423E+0	5.18599E-3	316.454E-12	2.05134E+0	37.5532E-3
609.000E-6	311.588E-12	2.01539E+0	-11.5756E-3	309.959E-12	2.03141E+0	-35.2413E-3	311.722E-12	2.00734E+0	10.4888E-3	313.082E-12	2.00743E+0	-9.97419E-3	312.681E-12	2.01641E+0	28.2174E-3	310.898E-12	2.01578E+0	30.9546E-3	314.707E-12	1.99915E+0	11.3571E-3	312.438E-12	2.03428E+0	42.3406E-3
606.000E-6	308.954E-12	2.02049E+0	-2.89528E-3	309.594E-12	2.04218E+0	-15.3776E-3	308.552E-12	1.99952E+0	1.20255E-3	308.715E-12	2.01976E+0	5.48923E-3	308.771E-12	2.01299E+0	22.7460E-3	307.149E-12	2.00363E+0	10.8536E-3	311.150E-12	2.01133E+0	27.1310E-3	308.015E-12	2.02401E+0	30.2535E-3
603.000E-6	306.032E-12	2.01854E+0	12.3937E-3	304.779E-12	2.05963E+0	17.9537E-3	306.725E-12	1.97522E+0	5.14273E-3	306.591E-12	2.02075E+0	14.0846E-3	306.394E-12	2.05001E+0	25.6971E-3	305.066E-12	2.03568E+0	4.60984E-3	308.528E-12	2.07078E+0	47.6537E-3	305.586E-12	2.04357E+0	24.8279E-3
600.000E-6	301.641E-12	2.01749E+0	18.8614E-3	300.793E-12	2.07864E+0	39.4688E-3	302.714E-12	1.96521E+0	6.98062E-3	301.416E-12	2.00861E+0	10.1348E-3	304.085E-12	2.08044E+0	21.9809E-3	303.574E-12	2.06308E+0	8.36907E-3	306.471E-12	2.08992E+0	37.5467E-3	302.208E-12	2.08831E+0	20.0269E-3
597.000E-6	299.085E-12	2.03871E+0	16.7291E-3	299.303E-12	2.06599E+0	47.0732E-3	300.370E-12	2.02247E+0	11.9916E-3	297.583E-12	2.02765E+0	-8.87764E-3	301.340E-12	2.07666E+0	16.8472E-3	299.327E-12	2.03778E+0	18.3491E-3	303.359E-12	2.09142E+0	13.2089E-3	301.334E-12	2.10078E+0	18.9835E-3
594.000E-6	296.005E-12	2.04823E+0	574.568E-6	294.235E-12	2.05061E+0	21.2847E-3	295.800E-12	2.04393E+0	-622.593E-6	297.979E-12	2.05014E+0	-18.9384E-3	298.340E-12	2.08090E+0	18.2487E-3	297.483E-12	2.03687E+0	27.3364E-3	299.464E-12	2.10146E+0	8.19197E-3	298.074E-12	2.10436E+0	19.2177E-3
591.000E-6	292.703E-12	2.03952E+0	-9.24688E-3	291.572E-12	2.04043E+0	13.4985E-3	292.911E-12	2.02986E+0	-24.7184E-3	293.626E-12	2.04826E+0	-16.5208E-3	295.009E-12	2.06629E+0	7.88365E-3	291.619E-12	2.05098E+0	4.13883E-3	297.065E-12	2.06530E+0	9.90326E-3	296.342E-12	2.08260E+0	9.60888E-3
588.000E-6	290.068E-12	2.04890E+0	-4.61187E-3	287.226E-12	2.03696E+0	17.7980E-3	290.590E-12	2.02565E+0	-27.5892E-3	292.388E-12	2.08409E+0	-4.04443E-3	293.138E-12	2.05895E+0	14.9668E-3	290.205E-12	2.05301E+0	-3.36473E-3	295.070E-12	2.03983E+0	31.7011E-3	294.139E-12	2.08401E+0	16.5639E-3
585.000E-6	287.655E-12	2.07268E+0	-3.39555E-3	285.988E-12	2.05328E+0	12.8794E-3	287.721E-12	2.05903E+0	-21.6791E-3	289.254E-12	2.10571E+0	-1.38694E-3	290.129E-12	2.07629E+0	22.1264E-3	289.843E-12	2.06346E+0	2.72621E-3	291.081E-12	2.07275E+0	36.3255E-3	289.464E-12	2.09266E+0	27.3275E-3
582.000E-6	284.459E-12	2.06568E+0	8.64475E-3	282.809E-12	2.04354E+0	3.46813E-3	285.790E-12	2.06580E+0	13.1981E-3	284.778E-12	2.08772E+0	9.26806E-3	286.104E-12	2.10900E+0	17.6447E-3	284.519E-12	2.09231E+0	17.1793E-3	287.695E-12	2.12076E+0	14.9364E-3	286.098E-12	2.11391E+0	20.8186E-3
579.000E-6	281.968E-12	2.05611E+0	4.57788E-3	280.825E-12	2.03419E+0	1.51408E-3	282.353E-12	2.06044E+0	6.74175E-3	282.726E-12	2.07369E+0	5.47780E-3	284.020E-12	2.12238E+0	11.7203E-3	282.620E-12	2.10099E+0	28.7035E-3	286.197E-12	2.13313E+0	-5.24291E-3	283.244E-12	2.13302E+0	11.7003E-3
576.000E-6	278.957E-12	2.06705E+0	4.61491E-3	279.083E-12	2.05039E+0	18.8698E-3	278.939E-12	2.07347E+0	6.67557E-3	278.850E-12	2.07728E+0	-11.7007E-3	280.779E-12	2.10866E+0	-6.44832E-3	277.670E-12	2.08810E+0	1.14703E-3	282.243E-12	2.13787E+0	-26.5356E-3	282.423E-12	2.10002E+0	6.04358E-3
573.000E-6	275.538E-12	2.08047E+0	4.38904E-3	273.912E-12	2.04106E+0	38.5847E-3	275.284E-12	2.08312E+0	-5.00815E-3	277.419E-12	2.11722E+0	-20.4095E-3	278.869E-12	2.09845E+0	1.44823E-3	276.609E-12	2.10015E+0	-684.192E-6	281.078E-12	2.12735E+0	-12.5683E-3	278.919E-12	2.06786E+0	17.5972E-3
570.000E-6	273.179E-12	2.08907E+0	2.07213E-3	272.611E-12	2.09803E+0	5.15441E-3	272.493E-12	2.07403E+0	8.88886E-3	274.435E-12	2.09514E+0	-7.82687E-3	274.193E-12	2.09560E+0	16.8066E-3	273.482E-12	2.10244E+0	11.0830E-3	274.822E-12	2.12949E+0	11.8222E-3	274.275E-12	2.05487E+0	27.5145E-3
567.000E-6	269.568E-12	2.09451E+0	18.0754E-3	268.561E-12	2.11675E+0	8.54796E-3	271.060E-12	2.09545E+0	25.6889E-3	269.084E-12	2.07134E+0	19.9894E-3	272.310E-12	2.10045E+0	7.72400E-3	270.604E-12	2.10288E+0	1.24695E-3	274.042E-12	2.12248E+0	25.8818E-3	272.283E-12	2.07600E+0	-3.95670E-3
564.000E-6	267.131E-12	2.08536E+0	28.4163E-3	266.590E-12	2.08578E+0	28.5031E-3	267.313E-12	2.09030E+0	11.4265E-3	267.490E-12	2.07998E+0	45.3195E-3	269.012E-12	2.12790E+0	5.76940E-3	268.674E-12	2.14674E+0	-1.38502E-3	269.447E-12	2.13748E+0	26.4243E-3	268.915E-12	2.09948E+0	-7.73105E-3
561.000E-6	264.349E-12	2.10047E+0	21.1769E-3	264.825E-12	2.09657E+0	24.2481E-3	263.551E-12	2.10529E+0	-1.42344E-3	264.670E-12	2.09954E+0	40.7061E-3	266.243E-12	2.16673E+0	10.9274E-3	265.251E-12	2.16914E+0	13.4476E-3	266.131E-12	2.16909E+0	11.3125E-3	267.347E-12	2.16197E+0	8.02204E-3
558.000E-6	261.805E-12	2.11498E+0	20.2002E-3	260.722E-12	2.10648E+0	30.0691E-3	261.538E-12	2.10155E+0	3.33396E-3	263.156E-12	2.13691E+0	27.1975E-3	264.204E-12	2.18548E+0	10.8756E-3	262.550E-12	2.17159E+0	17.9676E-3	266.401E-12	2.16408E+0	-10.6491E-3	263.661E-12	2.22077E+0	25.3084E-3
555.000E-6	258.005E-12	2.11994E+0	12.4764E-3	258.867E-12	2.10884E+0	20.3373E-3	256.162E-12	2.09490E+0	-5.48096E-3	258.986E-12	2.15607E+0	22.5729E-3	260.401E-12	2.18378E+0	-4.38062E-3	259.744E-12	2.17511E+0	8.67374E-3	261.114E-12	2.15122E+0	-27.6872E-3	260.344E-12	2.22502E+0	5.87161E-3
552.000E-6	256.063E-12	2.13542E+0	15.7247E-3	256.031E-12	2.14207E+0	20.8471E-3	256.628E-12	2.10548E+0	14.0741E-3	255.529E-12	2.15870E+0	12.2531E-3	256.908E-12	2.19056E+0	-5.81182E-3	255.533E-12	2.19719E+0	9.57637E-3	258.722E-12	2.16876E+0	-33.5933E-3	256.470E-12	2.20574E+0	6.58143E-3
549.000E-6	252.595E-12	2.15040E+0	23.5640E-3	252.355E-12	2.16339E+0	30.1759E-3	252.275E-12	2.13244E+0	21.7762E-3	253.155E-12	2.15536E+0	18.7398E-3	253.298E-12	2.19793E+0	466.513E-6	252.842E-12	2.20052E+0	9.34492E-3	253.836E-12	2.18427E+0	-10.7062E-3	253.216E-12	2.20900E+0	2.76086E-3
546.000E-6	249.111E-12	2.15430E+0	4.37539E-3	250.338E-12	2.17056E+0	20.1612E-3	248.512E-12	2.13649E+0	4.02696E-3	248.483E-12	2.15586E+0	-11.0620E-3	250.887E-12	2.21018E+0	22.1733E-3	249.389E-12	2.18862E+0	48.3337E-3	250.781E-12	2.22277E+0	5.01346E-3	252.493E-12	2.21915E+0	13.1726E-3
543.000E-6	246.779E-12	2.15173E+0	1.73999E-3	245.760E-12	2.16254E+0	29.0830E-3	246.858E-12	2.14182E+0	-12.4018E-3	247.718E-12	2.15084E+0	-11.4613E-3	248.618E-12	2.22899E+0	31.7084E-3	247.381E-12	2.21310E+0	61.5119E-3	249.476E-12	2.24879E+0	22.0655E-3	248.997E-12	2.22507E+0	11.5480E-3
540.000E-6	243.314E-12	2.17014E+0	15.5263E-3	243.202E-12	2.17732E+0	39.2783E-3	242.997E-12	2.17450E+0	11.9268E-3	243.741E-12	2.15859E+0	-4.62621E-3	244.901E-12	2.22509E+0	22.0818E-3	243.519E-12	2.22000E+0	30.2592E-3	245.936E-12	2.26373E+0	21.7803E-3	245.248E-12	2.19152E+0	14.2059E-3
537.000E-6	240.379E-12	2.20673E+0	12.7559E-3	239.366E-12	2.20467E+0	12.3373E-3	240.632E-12	2.21778E+0	27.4545E-3	241.140E-12	2.19775E+0	-1.52391E-3	241.966E-12	2.23004E+0	38.1473E-3	240.371E-12	2.23040E+0	39.6530E-3	242.658E-12	2.28045E+0	45.3305E-3	242.869E-12	2.17928E+0	29.4584E-3
534.000E-6	237.225E-12	2.21744E+0	-6.56190E-3	236.860E-12	2.20636E+0	-25.9936E-3	236.710E-12	2.21714E+0	19.9251E-3	238.107E-12	2.22882E+0	-13.6172E-3	238.596E-12	2.25321E+0	40.6810E-3	238.279E-12	2.25091E+0	57.2643E-3	239.772E-12	2.27620E+0	45.0674E-3	237.737E-12	2.23251E+0	19.7113E-3
531.000E-6	234.092E-12	2.22636E+0	-3.27743E-3	235.005E-12	2.22923E+0	-11.2665E-3	234.727E-12	2.21448E+0	-4.71069E-3	232.545E-12	2.23539E+0	6.14485E-3	235.242E-12	2.28463E+0	16.0187E-3	233.736E-12	2.28124E+0	26.2391E-3	234.869E-12	2.26512E+0	31.1060E-3	237.120E-12	2.30752E+0	-9.28909E-3
528.000E-6	231.588E-12	2.23134E+0	6.90454E-3	230.100E-12	2.26192E+0	3.51976E-3	232.021E-12	2.23047E+0	-188.425E-6	232.644E-12	2.20163E+0	17.3823E-3	233.442E-12	2.30830E+0	-12.6470E-3	230.943E-12	2.30060E+0	-21.6654E-3	234.314E-12	2.30320E+0	9.92175E-3	235.068E-12	2.32109E+0	-26.1974E-3
525.000E-6	228.057E-12	2.25129E+0	12.2095E-3	228.001E-12	2.25555E+0	15.5715E-3	227.460E-12	2.26122E+0	4.96776E-3	228.709E-12	2.23709E+0	16.0892E-3	230.055E-12	2.32610E+0	-6.89183E-3	228.731E-12	2.30427E+0	-20.2742E-3	230.853E-12	2.34578E+0	21.0715E-3	230.582E-12	2.32826E+0	-21.4728E-3
522.000E-6	225.297E-12	2.26245E+0	4.61015E-3	225.023E-12	2.24689E+0	12.9491E-3	225.419E-12	2.25538E+0	-27.0839E-3	225.449E-12	2.28508E+0	27.9652E-3	226.783E-12	2.34674E+0	10.5000E-3	224.460E-12	2.33938E+0	-109.548E-6	227.601E-12	2.36832E+0	38.6250E-3	228.290E-12	2.33252E+0	-7.01536E-3
519.000E-6	221.750E-12	2.28071E+0	18.4542E-3	221.640E-12	2.23683E+0	50.2418E-3	221.254E-12	2.26575E+0	-11.0092E-3	222.355E-12	2.33954E+0	16.1299E-3	223.344E-12	2.36756E+0	2.13765E-3	222.852E-12	2.37753E+0	9.46258E-3	224.104E-12	2.40376E+0	29.4685E-3	223.074E-12	2.32140E+0	-32.5182E-3
516.000E-6	217.969E-12	2.29077E+0	33.9843E-3	218.081E-12	2.24840E+0	89.0514E-3	218.065E-12	2.28470E+0	14.6686E-3	217.760E-12	2.33921E+0	-1.76719E-3	219.979E-12	2.39180E+0	-2.29230E-6	217.977E-12	2.39012E+0	-4.74844E-3	220.336E-12	2.42418E+0	35.0245E-3	221.623E-12	2.36112E+0	-30.2829E-3
513.000E-6	215.673E-12	2.31971E+0	14.7225E-3	214.555E-12	2.29146E+0	42.2173E-3	215.909E-12	2.31323E+0	-1.67418E-3	216.556E-12	2.35445E+0	3.62426E-3	217.159E-12	2.42221E+0	7.52805E-3	216.174E-12	2.42000E+0	11.3056E-3	218.338E-12	2.43358E+0	-1.93764E-3	216.965E-12	2.41305E+0	13.2162E-3
510.000E-6	211.936E-12	2.35622E+0	-316.648E-6	212.316E-12	2.30929E+0	-6.91407E-3	211.133E-12	2.36206E+0	-16.8118E-3	212.358E-12	2.39730E+0	22.7759E-3	213.374E-12	2.44114E+0	11.2087E-3	212.281E-12	2.42507E+0	36.2727E-3	214.555E-12	2.44312E+0	-40.0928E-3	213.285E-12	2.45522E+0	37.4461E-3
507.000E-6	208.675E-12	2.37794E+0	2.83918E-3	208.165E-12	2.31833E+0	-7.25229E-3	208.978E-12	2.40205E+0	-627.740E-6	208.883E-12	2.41345E+0	16.3976E-3	210.578E-12	2.44541E+0	25.5071E-3	209.197E-12	2.43872E+0	46.8494E-3	211.354E-12	2.45433E+0	-8.14946E-3	211.183E-12	2.44317E+0	37.8214E-3
504.000E-6	204.999E-12	2.38576E+0	9.30560E-3	204.344E-12	2.34918E+0	-2.11876E-3	204.082E-12	2.42468E+0	19.8327E-3	206.572E-12	2.38343E+0	10.2029E-3	207.187E-12	2.45534E+0	33.6868E-3	206.887E-12	2.47649E+0	21.4819E-3	207.827E-12	2.47183E+0	36.5505E-3	206.848E-12	2.41770E+0	43.0281E-3
501.000E-6	202.076E-12	2.42066E+0	16.9013E-3	202.394E-12	2.41169E+0	10.9915E-3	201.871E-12	2.42636E+0	37.3612E-3	201.964E-12	2.42394E+0	2.35114E-3	204.041E-12	2.47573E+0	-3.63365E-3	202.724E-12	2.47721E+0	-15.9052E-3	203.835E-12	2.48917E+0	2.14257E-3	205.565E-12	2.46080E+0	2.86163E-3
498.000E-6	199.020E-12	2.45034E+0	6.22232E-3	198.582E-12	2.46502E+0	8.53055E-3	198.274E-12	2.41295E+0	15.3205E-3	200.205E-12	2.47304E+0	-5.18406E-3	200.457E-12	2.51484E+0	-33.4435E-3	199.376E-12	2.48522E+0	-44.6026E-3	201.420E-12	2.53139E+0	-33.3192E-3	200.575E-12	2.52791E+0	-22.4089E-3
495.000E-6	195.252E-12	2.45582E+0	6.10166E-3	196.353E-12	2.49952E+0	19.4371E-3	193.797E-12	2.36512E+0	-8.76420E-3	195.605E-12	2.50283E+0	7.63204E-3	196.395E-12	2.55902E+0	-17.2967E-3	195.675E-12	2.55014E+0	-34.6377E-3	197.944E-12	2.55897E+0	-36.5044E-3	195.566E-12	2.56795E+0	19.2521E-3
492.000E-6	192.034E-12	2.46558E+0	13.1066E-3	192.236E-12	2.52645E+0	23.4402E-3	191.471E-12	2.36083E+0	-7.51798E-3	192.394E-12	2.50945E+0	23.3976E-3	193.413E-12	2.59392E+0	4.95187E-3	192.021E-12	2.61601E+0	10.6628E-3	194.894E-12	2.56568E+0	-36.8963E-3	193.324E-12	2.60007E+0	41.0891E-3
489.000E-6	187.880E-12	2.49465E+0	37.8587E-3	187.284E-12	2.51987E+0	36.9077E-3	187.091E-12	2.44850E+0	7.47974E-3	189.266E-12	2.51557E+0	69.1885E-3	189.738E-12	2.63151E+0	9.78980E-3	189.005E-12	2.67272E+0	10.2133E-3	191.011E-12	2.62754E+0	-20.7272E-3	189.197E-12	2.59426E+0	39.8833E-3
486.000E-6	184.624E-12	2.54671E+0	12.3645E-3	185.295E-12	2.53678E+0	8.54321E-3	183.938E-12	2.53831E+0	883.989E-6	184.638E-12	2.56503E+0	27.6662E-3	186.399E-12	2.68907E+0	-5.04977E-3	184.003E-12	2.72132E+0	-27.9017E-3	186.960E-12	2.71739E+0	1.70032E-3	188.234E-12	2.62850E+0	11.0521E-3
483.000E-6	181.159E-12	2.60341E+0	-10.3267E-3	180.610E-12	2.57634E+0	-8.81946E-3	180.415E-12	2.60404E+0	-9.58547E-3	182.450E-12	2.62986E+0	-12.5750E-3	182.870E-12	2.74887E+0	-6.17362E-3	181.384E-12	2.76651E+0	-15.2113E-3	183.805E-12	2.74540E+0	15.7264E-3	183.422E-12	2.73471E+0	-19.0360E-3
480.000E-6	177.350E-12	2.63712E+0	-9.45359E-3	178.775E-12	2.63863E+0	-19.3975E-3	176.062E-12	2.61925E+0	-8.90055E-3	177.212E-12	2.65348E+0	-62.7375E-6	177.805E-12	2.77434E+0	-7.80006E-3	177.264E-12	2.78943E+0	-7.74624E-3	177.466E-12	2.76173E+0	29.8135E-3	178.685E-12	2.77187E+0	-45.4674E-3
